key,outbrain_id,outbrain_name
675,a1d4ceb7204ce9dfec2d7a0213638104,"DMA 675"
758,243e829d655929aff2b8383b746a97a8,"DMA 758"
623,addaf7622ce7f6c80dc4d1da716ba277,"DMA 623"
603,bfebb0eef903559c24a799dfb3ed02dc,"DMA 603"
801,be482a98eeddfc2009ac2f1c181eac79,"DMA 801"
734,a6243662a547643c0e423db42e5821b7,"DMA 734"
597,df0c5f5eb2e3663e0450a1c837ababe3,"DMA 597"
544,210702784e252109653adcbbdfdcd1a7,"DMA 544"
881,4eafff56de6d2bbe9c6632e7d03fbfb9,"DMA 881"
752,866fee57ca0cfa0b1d903c2d4452ee1b,"DMA 752"
520,5fcc3131e52becc3c2b2f0174af74439,"DMA 520"
536,044f005dd77a214e7af03988aa6d8320,"DMA 536"
643,0c783d49d47ca2a69d6c572a81d86adc,"DMA 643"
658,8d9336cdedded65d5e6fb8581501ad5b,"DMA 658"
753,4c8efcbf2f97a9d9e00d6e0d0ebf1893,"DMA 753"
537,db1201a705cb7ee693d9d3a1322bec63,"DMA 537"
515,e926e20b86268e75f3bc49fb7f371789,"DMA 515"
545,3954ac7d9994ff25b52e574c92941bab,"DMA 545"
807,4365c697f1451a4b36ce316e680f7032,"DMA 807"
866,ce84a773909749ebe1c431cfa6f72ef1,"DMA 866"
702,0040a5c04f30d4cc616729724a2b03df,"DMA 702"
625,77b1b7c1ddf2dc62a2059b544fd16bb6,"DMA 625"
541,20c11913433222a496999a238c0d20e3,"DMA 541"
576,f9525aae2b7f7b5f976ae024d1b6baad,"DMA 576"
862,de2a60613b6a708bcf90f088b020e20f,"DMA 862"
744,77cccdf40d1d8592cb76739b2fa58704,"DMA 744"
518,332c15083534665d02627db8d0b7f116,"DMA 518"
534,27106c4491c85412f591015952f98854,"DMA 534"
619,8425bfd3e22e41c51b4f88eb60866130,"DMA 619"
693,14c020a1556d976394c9ef0305e74c03,"DMA 693"
622,60bfc515b3f27068314c5f74740566f2,"DMA 622"
749,8a9663fbe5752f0d9bf4135210da2cb1,"DMA 749"
813,db0fab18b6ffe4468d5b4dd37c1f4828,"DMA 813"
558,39955c4de535753da27164e508d3b0eb,"DMA 558"
602,0240f042ef5b8a8a947b74e68a7b5910,"DMA 602"
868,1090b787db9ea11bf26284f60d79e27d,"DMA 868"
747,51d1229d04a1d15d912eaa4086040e0d,"DMA 747"
606,b34cbd64668cf51eaacbf4fd52790e17,"DMA 606"
600,c77c385c220bca9fe52f9b39db3dd1c9,"DMA 600"
573,9711fdc2fbb1ffb95f629f453513e775,"DMA 573"
673,2766cb15234e587b2dc17a10133d0d1f,"DMA 673"
631,1b25bf5fa85a8e5c950d798d27956a97,"DMA 631"
692,3a86b155d42a07e6e47e1c4054a57489,"DMA 692"
652,681718e7e5eb9dda390bea71596ff7ec,"DMA 652"
770,29a5c2d2f12e2104317c279d73c241f0,"DMA 770"
514,f55122080361d3a8f0b8078d1d693e44,"DMA 514"
550,b0ae68158fe9fdc0207494972d89018f,"DMA 550"
598,3d56880238bbb255cb592837b21a6847,"DMA 598"
560,3748e720b58514cc9f166357e82bb5ff,"DMA 560"
746,3ad79ee440fa40bc471e9082637bd7c8,"DMA 746"
561,b305e255fe8800d37d3c0a389196ef40,"DMA 561"
647,83af633495e3fa5d216e6f2bbe45a171,"DMA 647"
533,fde49561d5bc0da2132058794e190db8,"DMA 533"
641,d9e1904fc0729f6efffaeea629ee712e,"DMA 641"
630,bd876fd730a68eb85c1ca83fbef2e483,"DMA 630"
661,82a23ef6aaad5454eb22df8226f4d223,"DMA 661"
529,eb8b3fd2a4b735f78c7663e3493038be,"DMA 529"
825,de0edc199df3885448ee6c13e85a7c49,"DMA 825"
521,53c60edcb555b206139ef0d0b4763e46,"DMA 521"
584,e4ee0e5b53396370f68787c797dc44ad,"DMA 584"
532,55af6116d17fe50b6d2742ec7dfefd12,"DMA 532"
508,b74fd47b1d4de94f1183f0f21b23e161,"DMA 508"
A1,e8e4c56bc5c78694dd982ad5b404ccdb,Anonymous Proxy
A2,ed40f0cff29ade372e40f830a9f64f43,Satellite Provider
AD,ad6a8a20497e7b74e8f7a389ee7376ad,Andorra
AD-03,f05685004415720787470c6b4ff9873d,"Encamp, Andorra"
AD-04,294a050408b98b3832f9772254859cbe,"La Massana, Andorra"
AD-05,2e1a48aa2bd14dc09f63443075675b16,"Ordino, Andorra"
AD-06,60e748a5c546785e62991b5b38a8c594,"Sant Julia de Loria, Andorra"
AD-07,855e066fade4da400746fa9f13aeab9b,"Andorra la Vella, Andorra"
AD-08,66ebca7e98921f3e8fcc233dbf681920,"Escaldes-Engordany, Andorra"
AE,ee8f02b325400a5897bc36be2f566a6f,United Arab Emirates
AE-AZ,8ec372badc65e1ef1a4604d8f3345d4d,"Abu Dhabi, United Arab Emirates"
AE-AJ,38475f6b6c46c168c59bfbdc8dbb52af,"Ajman, United Arab Emirates"
AE-DU,10d124d4d2c6d5025290b56099553c16,"Dubai, United Arab Emirates"
AE-FU,bf99e6903bc2ff5fbbe52968e820891f,"Fujairah, United Arab Emirates"
AE-RK,bb4434780a409d036e066ce5aa34cf67,"Ras Al Khaimah, United Arab Emirates"
AE-SH,5ca2be5102807da2f6122d99df28402b,"Sharjah, United Arab Emirates"
AE-UQ,24207649b4bf2cc01a18bab8bfb70373,"Umm Al Quwain, United Arab Emirates"
AF,d6392eb23d1bc6ffb7f207039c071d5b,Afghanistan
AF-BDS,2108d4910a488864af74debeb7018bce,"Badakhshan, Afghanistan"
AF-BGL,427dd7e62671474e43850a533e842f59,"Baghlan, Afghanistan"
AF-BAM,d17c705e436857617b82d84d5159facc,"Bamian, Afghanistan"
AF-HER,07b37b9ab8614fdf1cd03aaaa1c728d8,"Herat, Afghanistan"
AF-KAB,97031cf580fdd3616b1e866f71cd3020,"Kabol, Afghanistan"
AF-LOG,cccca7afee6d18c6b63bb9d235d6d1d8,"Lowgar, Afghanistan"
AF-NAN,cf573d005c2051d752b96580eb162c27,"Nangarhar, Afghanistan"
AF-22,860f1243376cf6334d43f4a55b6eb9fd,"Parvan, Afghanistan"
AF-KAN,3fd01472519f42a32c7a5c8feb68fe5d,"Kandahar, Afghanistan"
AF-KDZ,57a72785f82e02e3564ea02bb88a57fb,"Kondoz, Afghanistan"
AF-TAK,88b3f68580b924f611b9ea4eeddb5a96,"Takhar, Afghanistan"
AF-WAR,3b5c4037301d1e41cc39af11138d27cb,"Vardak, Afghanistan"
AF-ZAB,ed547646d59cac551af683860907b68c,"Zabol, Afghanistan"
AF-SAM,342df421eb9049012bbcb161c9147877,"Samangan, Afghanistan"
AF-SAR,dccbfcb1c1aead0fa5c0723a8decb844,"Sar-e Pol, Afghanistan"
AF-KNR,dd264f9b9c529665ae6dfe41edd09f1e,"Konar, Afghanistan"
AF-PIA,96c330648b9a6f9fdf1735ea9645b194,"Paktia, Afghanistan"
AF-NUR,c44c04a9b35d65883c826cf232c1b769,"Nurestan, Afghanistan"
AF-DAY,e7ca0b6bacae617598ecebc79ef00398,"Daykondi, Afghanistan"
AG,0fa3223ada2a119eb70f757f92e35f19,Antigua and Barbuda
AG-10,58e46437b5867396b092209dafa8770a,"Barbuda, Antigua and Barbuda"
AG-03,8ef1b05b923cd26e944e3f4217f82d90,"Saint George, Antigua and Barbuda"
AG-04,533f2af0eb2cdcacabd9a5d9d0589d57,"Saint John, Antigua and Barbuda"
AG-05,d10df27e8b6a6c30937f80449b46c2bb,"Saint Mary, Antigua and Barbuda"
AG-06,543c6f6a32401cbdf8ae9f9f17d3d6dc,"Saint Paul, Antigua and Barbuda"
AG-07,3e997fca4d0537d8cc32dd2a05f851b9,"Saint Peter, Antigua and Barbuda"
AG-08,95ec1e6e11fef89b4f2788f1c74190d2,"Saint Philip, Antigua and Barbuda"
AI,756dfffe005a992717d569e1951e18ad,Anguilla
AL,0496bbe1cebdd2ff0dbd1a1fa4e6bf8a,Albania
AL-BR,25729fc0e9a7e49e8ccbdb9e396ad5c0,"Berat, Albania"
AL-DI,46cd4d9b08bf629220fbbb447b5ba970,"Diber, Albania"
AL-02,a03167833b5def1e706b8e64492c5d65,"Durres, Albania"
AL-EL,15a71c666dcc638656f2b6ae62dcbb06,"Elbasan, Albania"
AL-04,68ff947ddf3c821d51ca592f56822273,"Fier, Albania"
AL-GJ,dfa135e40970406ece23713bbaf0220e,"Gjirokaster, Albania"
AL-06,04c6797f43b14434dc9a06d2a1c490c5,"Korce, Albania"
AL-07,fca317091d463e384ec893d6d2360bd4,"Kukes, Albania"
AL-LE,5fec754f77021c37e1b765b1f3720844,"Lezhe, Albania"
AL-10,559e6299a374fa225ef7de7710e6a972,"Shkoder, Albania"
AL-11,6a4cf3c8ee1a718bca770151dfd1aed0,"Tirane, Albania"
AL-VL,db0e2e38b2b7723df8f3c6037369b89e,"Vlore, Albania"
AM,316b0a9888f6bc282b4ad861dc66ec61,Armenia
AM-AG,893d7d095b48c65218c2ae1ac1c9e654,"Aragatsotn, Armenia"
AM-AR,2da56c1af88047a01ab3648f75491e94,"Ararat, Armenia"
AM-AV,c863757eba6e9143e720d27524356e2e,"Armavir, Armenia"
AM-GR,db17709ea522b7381ee13f04e356cbcc,"Geghark'unik', Armenia"
AM-KT,afecd8644589babc43b3ef1ee4e1ebe4,"Kotayk', Armenia"
AM-LO,8fa6f2e180d137440e8ea28b7be77dc7,"Lorri, Armenia"
AM-SH,3a79a281070abd5f932f0a0159b996ec,"Shirak, Armenia"
AM-SU,866f02be2a66e513b6241833b07805f1,"Syunik', Armenia"
AM-TV,b42b97c658e6874b2f1b8308882cf4ba,"Tavush, Armenia"
AM-VD,7f746ee8ff68587a07a82085a24b4a8e,"Vayots' Dzor, Armenia"
AM-ER,dff85a7df2e1c7b9e4df49f0bac231e2,"Yerevan, Armenia"
AN,5452a1b4d9f0eb4489cbfe9ab4628b03,Netherlands Antilles
AO,82445908e1b73af1fbb4e4b7439be689,Angola
AO-BGU,4b7a3c5e5efca26f54c5db212b43e84d,"Benguela, Angola"
AO-BIE,fd3dae14568e0d3f68bbb8d1bd82ce15,"Bie, Angola"
AO-CAB,5d98cfb9a439e7de2143e9987fdbaa22,"Cabinda, Angola"
AO-CCU,6af713704edacddcce4e97fdb7635b5f,"Cuando Cubango, Angola"
AO-CNO,f401fd2efbbdf361aef9bee2973bb472,"Cuanza Norte, Angola"
AO-CUS,63a69ca9cb09fc62b269d56ebf82d7b5,"Cuanza Sul, Angola"
AO-CNN,545d27d0d260375871fad7d288fb7cf6,"Cunene, Angola"
AO-HUA,b497053374204965c135e3ad2793b3c6,"Huambo, Angola"
AO-HUI,47b3b8d3be52f674431498318ead36de,"Huila, Angola"
AO-MAL,daf00337dcd13e3b2147683d4dd22474,"Malanje, Angola"
AO-NAM,844408fef8e16b54c9f7c2a6d862fb54,"Namibe, Angola"
AO-UIG,c73824f7230fcb1a5c280672b2b02590,"Uige, Angola"
AO-ZAI,ec7f3933c1328fe20035ef3d5152a5de,"Zaire, Angola"
AO-LNO,7aba0ec69534c18717dc62656ca363d1,"Lunda Norte, Angola"
AO-LSU,cab9570bcea49f87078e813388ddaf57,"Lunda Sul, Angola"
AO-LUA,b794bcfaddbb7feb02e2876bc99563aa,"Luanda, Angola"
AP,ed31d9f8777302f0354f6fdd96a52899,Asia/Pacific Region
AQ,71907f3a21adf8913111ade78c36b7b3,Antarctica
AR,73e8ad4ad8baee4b112961501815ef64,Argentina
AR-B,1c6825d5ebb8b789a3587f1106f1c8a4,"Buenos Aires, Argentina"
AR-K,3ae739036c3d7fc85a18064cebf34da4,"Catamarca, Argentina"
AR-H,40955590e4334edd37ee4ffd39b09409,"Chaco, Argentina"
AR-U,f6db955073b6baad39f6ffa9109c9a84,"Chubut, Argentina"
AR-X,9212d8a1d36377cfa0aa2921bf54aba0,"Cordoba, Argentina"
AR-W,8418962900de1a7024dc69fd4b695141,"Corrientes, Argentina"
AR-C,ecc6b63eec1ea3b8c5a55e865ca0478d,"Distrito Federal, Argentina"
AR-E,5d2672b52b43762fe63a138db4599508,"Entre Rios, Argentina"
AR-P,ae20571063a505a39e06e2c3cdb3cd9b,"Formosa, Argentina"
AR-Y,38d7185f5c12acd258c95397db44deba,"Jujuy, Argentina"
AR-L,13bd404b5e0fd84c22810ee90094cc5f,"La Pampa, Argentina"
AR-F,c0797dee972f20cb05adfcee228819d8,"La Rioja, Argentina"
AR-M,c2282023ee6f590ade0069ed6b445676,"Mendoza, Argentina"
AR-N,add95ecdaa83803f27d14b5a79851124,"Misiones, Argentina"
AR-Q,fab17808a28d4c6d3be453757ace4912,"Neuquen, Argentina"
AR-R,4bdf59fb2ed70e97cf0de556db4478a9,"Rio Negro, Argentina"
AR-A,378d7afece8a5bcdb2e12663a5585598,"Salta, Argentina"
AR-J,c97754fbcaf6fdd74822ba8fe35e3ba2,"San Juan, Argentina"
AR-D,c1b3d29ee042228812b1014d97a8825d,"San Luis, Argentina"
AR-Z,ae76e44befde61c4b285c9302beb9903,"Santa Cruz, Argentina"
AR-S,d1800e4a699985438526f9066695fb17,"Santa Fe, Argentina"
AR-G,ba4022470e4f6254211c0c41515d1562,"Santiago del Estero, Argentina"
AR-V,8faeaf6f669a2ff5bc42f12958f433ca,"Tierra del Fuego, Argentina"
AR-T,7667796260aac8b422250d50aa559d42,"Tucuman, Argentina"
AS,4c079da295222530e4e0081490c61d23,American Samoa
AT,dec651d8904b326ccbd3ad568e18abb9,Austria
AT-1,5188a56411add2bdfb0f50994ccb269f,"Burgenland, Austria"
AT-2,f7a32f4ad8dc9901680b1c5d93ce2108,"Karnten, Austria"
AT-3,893913aa957dc2e394aa15c05843f6a6,"Niederosterreich, Austria"
AT-4,1798064b090192c49e72179797e84c9d,"Oberosterreich, Austria"
AT-5,52115171ff84e294ff784bc322fb02be,"Salzburg, Austria"
AT-6,b09f754656c508aa7188825eb17723bd,"Steiermark, Austria"
AT-7,cd04d4474894f956d9835b076f42243e,"Tirol, Austria"
AT-8,f33ee639a87f851b3e09ebee1dd90b05,"Vorarlberg, Austria"
AT-9,d8c7fd4e553766d9a99855f196499e2e,"Wien, Austria"
AU,dafd9b2285eb829458b9982a9ff8792b,Australia
AU-ACT,56f1a9a6cdac475bad9ce3b7dad76479,"Australian Capital Territory, Australia"
AU-NSW,0a4f87e0fcca1bdfd41d2351cfef303c,"New South Wales, Australia"
AU-NT,fea7d6678794ccbaf4ebf651a9585d82,"Northern Territory, Australia"
AU-QLD,704899bc9e57d9afe495007db1238005,"Queensland, Australia"
AU-SA,2933466bcacb243dcb650e822ec54d4b,"South Australia, Australia"
AU-TAS,274167bc093f430a1da7444e5e4ad46b,"Tasmania, Australia"
AU-VIC,3d4d3a44c8bc84406491716810ce2f6d,"Victoria, Australia"
AU-WA,d8bc15898a85da3a0325db452bf022f8,"Western Australia, Australia"
AW,906cb14d7a752ef5595ee9429a42b7d4,Aruba
AX,41606af120854df0cba44c7d43e0a3e0,Åland Islands
AZ,410e44713f134b613c8be4a03a3e0f11,Azerbaijan
AZ-ABS,a8c8753b68f29398360779f6f1e03600,"Abseron, Azerbaijan"
AZ-AGA,d5894f22d362b0c9492cbedac2156228,"Agstafa, Azerbaijan"
AZ-AGU,1c4929ee42012e0a7865354e2c5a5bbd,"Agsu, Azerbaijan"
AZ-SR,eb51f87315bbdb8c5ad19015e0e39bd6,"Ali Bayramli, Azerbaijan"
AZ-AST,36be76be760a307b1a11a121e87bc817,"Astara, Azerbaijan"
AZ-BA,730ff59d28cc3a082edac9c15dc8687d,"Baki, Azerbaijan"
AZ-BAR,16812e6881ee8ecc11cdef70c79d8d51,"Barda, Azerbaijan"
AZ-BEY,666da0a8371888f9000606d9c7d66e02,"Beylaqan, Azerbaijan"
AZ-CAL,697f02149de9289889e68bffc78bc57d,"Calilabad, Azerbaijan"
AZ-FUZ,8355b3c6ede3d6357c2984a48f188da3,"Fuzuli, Azerbaijan"
AZ-GA,a1d34167485ac7fbe008d81a41caeca2,"Ganca, Azerbaijan"
AZ-GOR,104886117fe64bbb363100894573ab14,"Goranboy, Azerbaijan"
AZ-GOY,aeb48d091395bc0d192d5e0c9a6b683a,"Goycay, Azerbaijan"
AZ-HAC,5539d955406b38198870cc0c60ece8a1,"Haciqabul, Azerbaijan"
AZ-ISM,b5598ccf2e8cb6dba128cf09000f0d6e,"Ismayilli, Azerbaijan"
AZ-KUR,314aec7141f4f434208de9873abe3d4a,"Kurdamir, Azerbaijan"
AZ-LAN,61d3dd0d439ffe85d18d8352516b9c83,"Lankaran, Azerbaijan"
AZ-MI,0465836c457bd55b58ed8080068aa530,"Mingacevir, Azerbaijan"
AZ-NX,4bf35139d2e6339ca286e05ad1e3ac6a,"Naxcivan, Azerbaijan"
AZ-OGU,6398be23814e4b406de701efed3a52bb,"Oguz, Azerbaijan"
AZ-QAX,62bf1acf6fd73ca701cecdcbcc3acee3,"Qax, Azerbaijan"
AZ-QAZ,f22b992758ce481a183ec9d91dc229cd,"Qazax, Azerbaijan"
AZ-QBA,9119fc03e66c2cd2cc62173271b91d10,"Quba, Azerbaijan"
AZ-SAB,173746e586fa5aabb8859f63e2762b58,"Sabirabad, Azerbaijan"
AZ-SAK,4cc933d12293180f74be74e56ee3cecd,"Saki, Azerbaijan"
AZ-SAL,52d74b3dfe98bd08114f236d420cfd3d,"Salyan, Azerbaijan"
AZ-SM,4716b0804318c0032a7b4fc58297f9ac,"Sumqayit, Azerbaijan"
AZ-TOV,d03891ae6fc4e7c1619130fc83efb054,"Tovuz, Azerbaijan"
AZ-UCA,7fcfd90ae1947f2b5231c82eaae21930,"Ucar, Azerbaijan"
AZ-XAC,0614f527eeeec8d8d8bd9e2163558335,"Xacmaz, Azerbaijan"
AZ-XA,d9526dd45a3e515034645ece2d448a42,"Xankandi, Azerbaijan"
AZ-ZAQ,6331c4ebf5ff9e9abac1671cac89d7a7,"Zaqatala, Azerbaijan"
BA,c78f55338be3600b52ac46dd6576aecf,Bosnia and Herzegovina
BA-BIH,0a0b6eb1bf19b085fa2c7ef29293273d,"Federation of Bosnia and Herzegovina, Bosnia and Herzegovina"
BA-SRP,bbfe65190d160fd9f4fe6539e7bae284,"Republika Srpska, Bosnia and Herzegovina"
BB,76c401dccb9c8a3f71f2ca0ec68df5cb,Barbados
